,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
65816,Hygrophorus olivaceoalbus,Margakotė guotė,Fungi,154321,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrophoroideae,,Hygrophoreae,,Hygrophorus,,Hygrophorus olivaceoalbus,,,,
65818,Phalacroloma,,Plantae,868391,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Conyzinae,Erigeron,,,,,,
65840,Aspropaxillus candidus,Baltoji meškabudė,Fungi,1096399,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,,,,,Aspropaxillus,,Aspropaxillus candidus,,,,
65849,Lactarius subdulcis,Apysaldis piengrybis,Fungi,351308,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Lactarius,,Lactarius subdulcis,,,,
65859,Cystolepiota seminuda,Smulkioji šlakabudėlė,Fungi,367291,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Verrucosporaceae,,,,,Cystolepiota,,Cystolepiota seminuda,,,,
65863,Eteodermaptera,,Insecta,949881,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Dermaptera,Neodermaptera,,,,,,,,,,,,,
65873,Amaropostia stiptica,Karčioji postija,Fungi,959315,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,,,Amaropostia,,Amaropostia stiptica,,,,
65892,Trichocolea tomentella,Pūkuotoji apuokė,Plantae,155773,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Jungermanniales,Lophocoleineae,,Trichocoleaceae,,,,,Trichocolea,,Trichocolea tomentella,,,,
65893,Phycomyces,,Fungi,319606,Fungi,Zygomycota,Mucoromycotina,,Mucoromycetes,,,Mucorales,,,Phycomycetaceae,,,,,Phycomyces,,,,,,
65904,Sarcodon squamosus,Pušyninis žvynadyglis,Fungi,122334,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Bankeraceae,,,,,Sarcodon,,Sarcodon squamosus,,,,
65981,Pemphigus spyrothecae,,Insecta,154678,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Eriosomatinae,,Pemphigini,,Pemphigus,,Pemphigus spyrothecae,,,,
66013,Geotrupes stercorarius,Paprastasis mėšlavabalis,Insecta,122190,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Scarabaeoidea,Geotrupidae,Geotrupinae,,Geotrupini,,Geotrupes,,Geotrupes stercorarius,,,,
66016,Blaniulidae,,Animalia,133832,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Juliformia,Julida,,Blaniuloidea,Blaniulidae,,,,,,,,,,,
66024,Mycena zephirus,Rausvataškė šalmabudė,Fungi,552700,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Mycenaceae,,,,,Mycena,,Mycena zephirus,,,,
66025,Cystoderma,Šlakabudė,Fungi,337955,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Squamanitaceae,,,,,Cystoderma,,,,,,
66037,Limnephilus lunatus,,Insecta,416812,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,,Limnephilini,,Limnephilus,,Limnephilus lunatus,,,,
66039,Idiocerus,,Insecta,177682,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Eurymelinae,,Idiocerini,,Idiocerus,,,,,,
66078,Zygina flammigera,,Insecta,521150,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Typhlocybinae,,Erythroneurini,,Zygina,,Zygina flammigera,,,,
66117,Ornithomya biloba,,Insecta,525139,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Hippoboscoidea,Hippoboscidae,Ornithomyinae,,,,Ornithomya,,Ornithomya biloba,,,,
66123,Lupinus polyphyllus polyphyllus,,Plantae,61016,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,,Genisteae,,Lupinus,,Lupinus polyphyllus,,Lupinus polyphyllus polyphyllus,,
66125,Ampedus tristis,,Insecta,889400,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,,Ampedini,Ampedina,Ampedus,,Ampedus tristis,,,,
66127,Morychus aeneus,Žalsvasis kamuolvabalis,Insecta,547614,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Byrrhoidea,Byrrhidae,,,,,Morychus,,Morychus aeneus,,,,
66145,Ampulloclitocybe,Taurulė,Fungi,194738,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Cuphophylloideae,,,,Ampulloclitocybe,,,,,,
66170,Puccinia asparagi,Smidrinė rūdė,Fungi,549100,Fungi,Basidiomycota,Pucciniomycotina,,Pucciniomycetes,,,Pucciniales,Uredinineae,,Pucciniaceae,,,,,Puccinia,,Puccinia asparagi,,,,
66200,Galerina marginata,Eglinė kūgiabudė,Fungi,154735,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,,,Galerina,,Galerina marginata,,,,
66237,Postia lactea,Pieninė postija,Fungi,959347,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,,,Postia,,Postia lactea,,,,
66255,Doryctinae,,Insecta,373417,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Doryctinae,,,,,,,,,,
66269,Leptoporus mollis,Minkštoji sunkapintė,Fungi,489494,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Irpicaceae,,,,,Leptoporus,,Leptoporus mollis,,,,
66286,Agaricus essettei,,Fungi,349999,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Agaricaceae,,,,,Agaricus,,Agaricus essettei,,,,
66322,Baeospora,Mažasporė,Fungi,118350,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Cyphellaceae,,,,,Baeospora,,,,,,
66324,Hypomyces hyalinus,,Fungi,194271,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Hypocreaceae,,,,,Hypomyces,,Hypomyces hyalinus,,,,
66327,Contumyces rosellus,,Fungi,487557,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Rickenellaceae,,,,,Contumyces,,Contumyces rosellus,,,,
66338,Guepinia helvelloides,Bobausinis drebutulis,Fungi,348814,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Auriculariales,,,,,,,,Guepinia,,Guepinia helvelloides,,,,
66342,Allium scorodoprasum,Porinis česnakas,Plantae,158194,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Amaryllidaceae,Allioideae,,Allieae,,Allium,,Allium scorodoprasum,,,,
66401,Grifola frondosa,Kuokštinė grifolė,Fungi,53714,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Grifolaceae,,,,,Grifola,,Grifola frondosa,,,,
66413,Tipula,,Insecta,548112,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Tipuloidea,Tipulidae,Tipulinae,,,,Tipula,,,,,,
66421,Leptothrix,,,419223,Bacteria,Proteobacteria,,,Betaproteobacteria,,,Burkholderiales,,,Comamonadaceae,,,,,Leptothrix,,,,,,
66438,Skeletocutis carneogrisea,Rausvapilkė ragapintė,Fungi,578800,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Incrustoporiaceae,,,,,Skeletocutis,,Skeletocutis carneogrisea,,,,
66452,Halesus,,Insecta,334224,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,,Stenophylacini,,Halesus,,,,,,
66469,Macrotyphula fistulosa,Kiauraviduris pirštūnis,Fungi,118122,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pleurotineae,,Phyllotopsidaceae,,,,,Macrotyphula,,Macrotyphula fistulosa,,,,
66486,Barbula unguiculata,Naguotoji barzdė,Plantae,159173,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,Barbula,,Barbula unguiculata,,,,
66516,Stomoxys calcitrans,Rudeninė Piktmusė,Insecta,122223,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Muscidae,Muscinae,,Stomoxyini,,Stomoxys,,Stomoxys calcitrans,,,,
66539,Harmandiola cavernosa,,Insecta,486214,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Cecidomyiidi,Cecidomyiini,,Harmandiola,,Harmandiola cavernosa,,,,
66572,Physarum album,Pasvirasis kukulenis,Protozoa,179089,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Physaraceae,,,,,Physarum,,Physarum album,,,,
66581,Sisyra nigra,,Insecta,363245,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Neuroptera,Hemerobiiformia,,Sisyridae,,,,,Sisyra,,Sisyra nigra,,,,
66619,Tricholoma virgatum,Dryžuotasis baltikas,Fungi,118206,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,,,,Tricholoma,,Tricholoma virgatum,,,,
66622,Trogoderma angustum,,Insecta,545779,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Dermestidae,Megatominae,,Megatomini,,Trogoderma,,Trogoderma angustum,,,,
66634,Ero furcata,Dviskiautis šeriuotvoris,Arachnida,153825,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Mimetoidea,Mimetidae,,,,,Ero,,Ero furcata,,,,
66646,Heterobasidion,Pintenė,Fungi,194493,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Bondarzewiaceae,,,,,Heterobasidion,,,,,,
66672,Thelephora penicillata,Šluotelinis karpininkas,Fungi,328324,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Thelephorales,,,Thelephoraceae,,,,,Thelephora,,Thelephora penicillata,,,,
66697,Onnia,Pintelė,Fungi,335958,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,Onnia,,,,,,
66703,Pupilloidea,,Mollusca,549345,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Pupilloidea,,,,,,,,,,,,
66725,Fuligo leviderma,,Protozoa,501701,Protozoa,Mycetozoa,,,Myxomycetes,,,Physarales,,,Physaraceae,,,,,Fuligo,,Fuligo leviderma,,,,
66747,Anas,,Aves,6922,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Anas,,,,,,
66758,Raglius alboacuminatus,,Insecta,359268,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,,Rhyparochromini,,Raglius,,Raglius alboacuminatus,,,,
66763,Favonius quercus,Ąžuolinis Zefyras,Insecta,480251,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Lycaenidae,Theclinae,,Theclini,,Favonius,,Favonius quercus,,,,
66775,Vespertilio murinus,Dvispalvis plikšnys,Mammalia,40446,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Chiroptera,Yangochiroptera,Vespertilionoidea,Vespertilionidae,Vespertilioninae,,Vespertilionini,,Vespertilio,,Vespertilio murinus,,,,
66790,Geastrum,,Fungi,1085879,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Phallomycetidae,,Geastrales,,,Geastraceae,,,,,Geastrum,,,,,,
66793,Cannabis sativa,Sėjamoji kanapė,Plantae,75997,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Cannabaceae,,,,,Cannabis,,Cannabis sativa,,,,
66821,Stigmella plagicolella,,Insecta,522456,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Nepticuloidea,Nepticulidae,,,,,Stigmella,,Stigmella plagicolella,,,,
66825,Wilsonomyces carpophilus,,Fungi,384739,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,Pleosporomycetidae,,Pleosporales,,,Dothidotthiaceae,,,,,Wilsonomyces,,Wilsonomyces carpophilus,,,,
66881,Gymnopus androsaceus,Ašutinė plempenė,Fungi,382517,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,,,Gymnopus,,Gymnopus androsaceus,,,,
66885,Lonchoptera,,Insecta,203418,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Lonchopteridae,,,,,Lonchoptera,,,,,,
66905,Rhodotus palmatus,Gyslotoji kremzliabudė,Fungi,481482,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Physalacriaceae,,,,,Rhodotus,,Rhodotus palmatus,,,,
66908,Hygrophorus russula,Ūmėdinė guotė,Fungi,206118,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Hygrophorineae,,Hygrophoraceae,Hygrophoroideae,,Hygrophoreae,,Hygrophorus,,Hygrophorus russula,,,,
66937,Verbena,,Plantae,53317,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Verbenaceae,,,Verbeneae,,Verbena,,,,,,
66970,Mensularia,,Fungi,559113,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,Mensularia,,,,,,
66981,Tricholoma saponaceum,Muilinis baltikas,Fungi,118213,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,,,,Tricholoma,,Tricholoma saponaceum,,,,
67000,Phragmatobia,,Insecta,143116,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Arctiinae,,Arctiini,Spilosomina,Phragmatobia,,,,,,
67016,Cyanosporus,,Fungi,959236,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Postiaceae,,,,,Cyanosporus,,,,,,
67019,Mycena epipterygia,Tamprioji šalmabudė,Fungi,179107,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Mycenaceae,,,,,Mycena,,Mycena epipterygia,,,,
67100,Stereum ostrea,,Fungi,55496,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,,,Stereum,,Stereum ostrea,,,,
67144,Leuctridae,,Insecta,148187,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Nemouroidea,Leuctridae,,,,,,,,,,,
67147,Stenophylacini,,Insecta,1087859,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Integripalpia,Limnephiloidea,Limnephilidae,Limnephilinae,,Stenophylacini,,,,,,,,
67149,Acleris,,Insecta,124620,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tortricoidea,Tortricidae,Tortricinae,,Tortricini,,Acleris,,,,,,
67161,Drymini,,Insecta,464431,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Lygaeoidea,Rhyparochromidae,Rhyparochrominae,,Drymini,,,,,,,,
67221,Oxypoda,,Insecta,176214,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,Aleocharinae,,Oxypodini,Oxypodina,Oxypoda,,,,,,
67247,Russula brevipes,,Fungi,118179,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Russula,,Russula brevipes,,,,
67301,Zoarces viviparus,Gyvavedė vėgėlė,Actinopterygii,483237,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Zoarcoidei,,Zoarcidae,Zoarcinae,,,,Zoarces,,Zoarces viviparus,,,,
67328,Lecanora argentata,Rusvoji lekanora,Fungi,222821,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Lecanoraceae,,,,,Lecanora,,Lecanora argentata,,,,
67386,Lithophane consocia,Rudeninis ilgasparniukas,Insecta,483589,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Xylenini,Xylenina,Lithophane,,Lithophane consocia,,,,
67412,Stenocraninae,,Insecta,518038,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Auchenorrhyncha,Cixioidea,Delphacidae,Stenocraninae,,,,,,,,,,
67414,Macrotyphula juncea,Lieknasis pirštūnis,Fungi,54717,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pleurotineae,,Phyllotopsidaceae,,,,,Macrotyphula,,Macrotyphula juncea,,,,
67432,Solidago altissima,Aukštoji rykštenė,Plantae,79148,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,,Solidago altissima,,,,
67438,Muscinae,,Insecta,622795,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,Muscoidea,Muscidae,Muscinae,,,,,,,,,,
67461,Crataegus,,Plantae,1437522,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,,Maleae,,Crataegus,,,,,,
67474,Thuja plicata,Didžioji tuja,Plantae,48252,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Cupressaceae,Cupressoideae,,,,Thuja,,Thuja plicata,,,,
67477,Silvaninae,,Insecta,774180,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cucujoidea,Silvanidae,Silvaninae,,,,,,,,,,
67479,Sirex noctilio,,Insecta,202629,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,,,,Sirex,,Sirex noctilio,,,,
67485,Botryobasidium,Vatūnė,Fungi,118045,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Botryobasidiaceae,,,,,Botryobasidium,,,,,,
67486,Psyche casta,Mažoji Psychė,Insecta,61413,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tineoidea,Psychidae,Psychinae,,,,Psyche,,Psyche casta,,,,
67493,Euura pavida,,Insecta,805203,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,,Nematini,,Euura,,Euura pavida,,,,
67499,Hygrophoropsis,Guotelė,Fungi,63543,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Hygrophoropsidaceae,,,,,Hygrophoropsis,,,,,,
67511,Conocephalum conicum,,Plantae,1364782,Plantae,Marchantiophyta,,,Marchantiopsida,,,Marchantiales,,,Conocephalaceae,,,,,Conocephalum,,,,,,
67514,Mycenaceae,Šalmabudiniai,Fungi,55920,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Mycenaceae,,,,,,,,,,,
67527,Heliophanus auratus,Auksaspalvis žėrūnas,Arachnida,541791,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Salticoidea,Salticidae,Salticinae,,Chrysillini,,Heliophanus,,Heliophanus auratus,,,,
67534,Lactarius aurantiacus,Švelnusis piengrybis,Fungi,332500,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,Lactarius,,Lactarius aurantiacus,,,,
67564,Marsdenia,,Plantae,185921,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Asclepiadoideae,,Marsdenieae,,Marsdenia,,,,,,
67648,Columba,Tikrieji karveliai,Aves,3000,Animalia,Chordata,Vertebrata,,Aves,,,Columbiformes,,,Columbidae,,,,,Columba,,,,,,
67684,Symphoricarpos orbiculatus,,Plantae,128838,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,,,,Symphoricarpos,,Symphoricarpos orbiculatus,,,,
67694,Forsythia,Forsitija,Plantae,60580,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Oleaceae,,,,,Forsythia,,,,,,
67696,Lobularia,,Plantae,56993,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,,Anastaticeae,,Lobularia,,,,,,
67815,Hylotelephium maximum × spectabile,,Plantae,1363650,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Crassulaceae,Sempervivoideae,,Telephieae,,Hylotelephium,,,Hylotelephium maximum × spectabile,,,
67848,Aspleniinae,,Plantae,1224540,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Aspleniinae,,,,,,,,,,,,,
67887,Pseudococcus longispinus,,Insecta,84805,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Coccoidea,Pseudococcidae,,,,,Pseudococcus,,Pseudococcus longispinus,,,,
67904,Erannis,,Insecta,173547,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Ennominae,,Erannini,,Erannis,,,,,,
67909,Cottus,,Actinopterygii,47644,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Cottidae,,,,,Cottus,,,,,,
67928,Postia,Postija,Fungi,118070,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,,,Postia,,,,,,
67961,Phloeomana hiemalis,Pilkšvarudė šalmabudė,Fungi,875129,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Porotheleaceae,,,,,Phloeomana,,Phloeomana hiemalis,,,,
67965,Serpula,Trobagrybis,Fungi,352612,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Serpulaceae,,,,,Serpula,,,,,,
67998,Procyon lotor,Paprastasis meškėnas,Mammalia,41663,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Procyonidae,,,,,Procyon,,Procyon lotor,,,,
68003,Andrena helvola,,Insecta,484513,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Andrenidae,Andreninae,,Andrenini,,Andrena,,Andrena helvola,,,,
68055,Atherix ibis,Geltonkojė upinė slankmusė,Insecta,738294,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Brachycera,,Athericidae,,,,,Atherix,,Atherix ibis,,,,
68087,Geopora,,Fungi,58689,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pyronemataceae,,,,,Geopora,,,,,,
68103,Tetropium,Luobatašiai,Insecta,178928,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Spondylidinae,,Asemini,,Tetropium,,,,,,
68104,Gomphidius roseus,Rožiaspalvė geltonpėdė,Fungi,243912,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Gomphidiaceae,,,,,Gomphidius,,Gomphidius roseus,,,,
68187,Thera juniperata,Kadaginė Tera,Insecta,232547,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Cidariini,,Thera,,Thera juniperata,,,,
68193,Holwaya mucida,Juodoji holvėja,Fungi,126908,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Thelebolales,,,Holwayaceae,,,,,Holwaya,,Holwaya mucida,,,,
68206,Tricholoma cingulatum,Žiedelėtasis baltikas,Fungi,499619,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,,,,,Tricholoma,,Tricholoma cingulatum,,,,
68207,Paralepista,,Fungi,806589,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,,,,,,Paralepista,,,,,,
68215,Coniophora puteana,Gurusis rūsiagrybis,Fungi,154741,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Coniophoraceae,,,,,Coniophora,,Coniophora puteana,,,,
68231,Triplinerviae,,Plantae,965803,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,,,,,,
68246,Melanotus villosus,,Insecta,496011,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Elateroidea,Elateridae,Elaterinae,,Melanotini,,Melanotus,,Melanotus villosus,,,,
68269,Thera obeliscata,Pušyninė tera,Insecta,344864,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,,Cidariini,,Thera,,Thera obeliscata,,,,
68359,Galerina hypnorum,Samaninė kūgiabudė,Fungi,179175,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Hymenogastraceae,,,,,Galerina,,Galerina hypnorum,,,,
